title;=>centrality;=>subs;=>views;=>comments;=>country;=>topics
Channels/UCQjvh6dJ5RdnUg0LSJ1qx4g;=>1.0000;=>0;=>9576830;=>0;=>null;=>null
Channels/UCQJwDGAbWalWx5U44poqbAw;=>1.0000;=>168;=>11047;=>0;=>null;=>null
Channels/UCqkUEdh8MkYGEfHk3anT23g;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCQKVIM84MXrXZetbgMjItqw;=>1.0000;=>31;=>477;=>0;=>null;=>null
Channels/UCqldy6Px0bcGKo6kLElS29Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQlFZVcuQ5CEAbWQ5CSrglQ;=>1.0000;=>5;=>72;=>0;=>null;=>null
Channels/UCqlhBVvZsNq6zAz-a6JUehA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCQLKX4kV5DNLOeee3Jh4PZg;=>1.0000;=>410;=>131762;=>0;=>null;=>null
Channels/UCQlPwbgSoZLW7Motpit56iA;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCqmBkwQhcryuPSIP2XG4Baw;=>1.0000;=>7;=>0;=>0;=>null;=>null
Channels/UCQMGcc6HpCcT2Xlvxe2UB_A;=>1.0000;=>12;=>7503;=>0;=>null;=>null
Channels/UCQmv5JUVSO0UzyaezRXe99Q;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCqMXrE0lZWW16AIx7QHB8qw;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCQnaaLmgECyELmjXtfygZNQ;=>1.0000;=>66;=>23414;=>0;=>null;=>null
Channels/UCQNb30OvvDG5V1GmHwGd_TQ;=>1.0000;=>10;=>90;=>0;=>null;=>null
Channels/UCqNCTg-p-fH0iS7QvRDkW4g;=>1.0000;=>88;=>1646;=>0;=>null;=>null
Channels/UCqndVcWZaMkUUfIve41UszQ;=>1.0000;=>4;=>92;=>0;=>null;=>null
Channels/UCqNMqYZHzgwhyOYXM1VwxFw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQNZwsSvutFgDQiQnn4rDrw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqorY36XyS3j3K68aHsYdTw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQP_Lwzv6VpjiQJP-0Zd25A;=>1.0000;=>4;=>3072;=>0;=>null;=>null
Channels/UCqpb3u01chFY9kRn-8xDneQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQpt6nZe2-HfWOGPyEQmBPw;=>1.0000;=>57;=>95544;=>0;=>null;=>null
Channels/UCQpv0glKmGm509ImpHiXq6A;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqq45lKuFZ-Tme-MRN8cCPg;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCqq4qHdzPxNO5AB5S2h3CUQ;=>1.0000;=>79;=>6728;=>0;=>null;=>null
Channels/UCqq5oSYq4QLumtZMtirwimg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQqA3orSXJKUlYr6v88qYCA;=>1.0000;=>138;=>344876;=>0;=>null;=>null
Channels/UCqqsRgFWtaBI54C7jDxiXaA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqqsTx6d8YqQNF44GEBuAbA;=>1.0000;=>0;=>130;=>0;=>null;=>null
Channels/UCQRnCqNavG2LXim6wF41RfQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCQRO_YY1HKu7h7m1i2MknPQ;=>1.0000;=>1460;=>319360;=>0;=>null;=>null
Channels/UCQsFc_UuunKH5huExFvkfFw;=>1.0000;=>41;=>1516;=>0;=>null;=>null
Channels/UCqsktgjMMhNR-vyNfpWSPCQ;=>1.0000;=>1060;=>78906;=>0;=>null;=>null
Channels/UCQsMpizeIoQkdcN62_LsM_w;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCQsOd_Hw0YzvlU--bNCAaVg;=>1.0000;=>27;=>783;=>0;=>null;=>null
Channels/UCqsz3f3If7Xg6CHMiXLkV6A;=>1.0000;=>0;=>77;=>0;=>null;=>null
Channels/UCQTnYbDrAeuUElob4o5Abjg;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCQtTIeP60a2u7BqlWjKXqhg;=>1.0000;=>0;=>4201;=>0;=>null;=>null
Channels/UCQU6GQycWJgVKkpyYUJRg5A;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqUDguScfldN1evgW4RQsbg;=>1.0000;=>7;=>0;=>0;=>null;=>null
Channels/UCQUw-XS36fblKHgwSi-1_8A;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqUWVwGdm6xBL2csk1tjM8g;=>1.0000;=>55;=>7148;=>0;=>null;=>null
Channels/UCqV_jSAMG7KvECwgxcZWpDw;=>1.0000;=>137;=>0;=>0;=>null;=>null
Channels/UCQVex93df-t1XyxPTHFpUTA;=>1.0000;=>1000;=>810653;=>0;=>null;=>null
Channels/UCQvllSxiLq5_DgiKsLd6OXQ;=>1.0000;=>546;=>12525;=>0;=>null;=>null
Channels/UCqVMb6VteBB3PZqZeGFC7gw;=>1.0000;=>7;=>0;=>0;=>null;=>null
Channels/UCqvOyul4yrQc3qaecb-Xniw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqVu-HSIPuK7noDhJmLBLow;=>1.0000;=>21;=>0;=>0;=>null;=>null
Channels/UCQWH--bpHg7Sre7D-Ueoppg;=>1.0000;=>3;=>66;=>0;=>null;=>null
Channels/UCQWllr3LlHM97UP7eui0CPw;=>1.0000;=>7;=>0;=>0;=>null;=>null
Channels/UCQWVcK8Uo_GX6ClVcWdAfgw;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCQWvqsZHWgFQU4PoDAuW7gg;=>1.0000;=>15;=>61;=>0;=>null;=>null
Channels/UCqWWk1aYdBYTtsu0pr0Xjdg;=>1.0000;=>2;=>25;=>0;=>null;=>null
Channels/UCqx2lrAeSaoseSTlgN_zSSQ;=>1.0000;=>44;=>90356;=>0;=>null;=>null
Channels/UCQxcjnhh1c4SGJRJppcgL6w;=>1.0000;=>10;=>0;=>0;=>null;=>null
Channels/UCQxDT6EGDU4KG9DvpSvDCnw;=>1.0000;=>244;=>216283;=>0;=>null;=>null
Channels/UCqxgtVbjtd_XM_tZRkpdIJw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCqXIwpdFBGy7ksMVruCel_Q;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCQXTWGn9_L6Jer7soeczXAQ;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCQXXqZf-m8zK6cNwzdh781Q;=>1.0000;=>8;=>37;=>0;=>null;=>null
Channels/UCQY2IRDx_1sGwoYqKrlMq_w;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCQyggp5M3ZNVq7GQhisbBzA;=>1.0000;=>0;=>5;=>0;=>null;=>null
Channels/UCqyxlwXIdeDj26Xp_U_ge6Q;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCqZ1epvyBTIeQyBRXluyusg;=>1.0000;=>0;=>25168;=>0;=>null;=>null
Channels/UCQzCQWkBHdRbzqpvGohusQA;=>1.0000;=>0;=>18572;=>0;=>null;=>null
Channels/UCqZF4tsS_da8P8a5muVfVNg;=>1.0000;=>0;=>40;=>0;=>null;=>null
Channels/UCr-bdHqkK_KkjLjKjjbjhAA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCr-et1TgGxp9I9RGwPdv3BQ;=>1.0000;=>88;=>0;=>0;=>null;=>null
Channels/UCR-Nt0oDC5dlo6ZRkhI0f8g;=>1.0000;=>59;=>250;=>0;=>null;=>null
Channels/UCr0a3vjRuIbneUp-M79Ybfw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCR0FUomSSIQ9iTeX_u-wmoQ;=>1.0000;=>4;=>634;=>0;=>null;=>null
Channels/UCR0g78w4WH-42875JT_zKOQ;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCr0lhibCppCnvd1t0hcZoAw;=>1.0000;=>4;=>65;=>0;=>null;=>null
Channels/UCr13462N9X8y59poHMribog;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCr15mnY4xJ7VrgRr1XO0lig;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCR1AARH8P4oJRny9nm84JHQ;=>1.0000;=>4;=>255;=>0;=>null;=>null
Channels/UCR1CO8qC86Uji5NnBBNQgIQ;=>1.0000;=>110;=>26355;=>0;=>null;=>null
Channels/UCr1SZypuboAARwyxdiuvY0Q;=>1.0000;=>16;=>2364;=>0;=>null;=>null
Channels/UCr2F3MDZ05-PP-mTiW3Giig;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCR2HypBgeGCnuU_Dr5C2x4A;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCR2mCZUlYfJ-JyXEPvLlbPw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCr3M7dVhVbmD9wJOaAACwCA;=>1.0000;=>107;=>2168;=>0;=>null;=>null
Channels/UCr3ojcXEv8m_YAdGew9c0aw;=>1.0000;=>9;=>376;=>0;=>null;=>null
Channels/UCR3uOVTw0fKUh3UdaKPwBJQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCr4uq1k0B33vJI1cGnALnUw;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCr4Z0cWqMlN2f187LeK3k4A;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCr5SENoGVDi9jH5Ba4IJY4w;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCR6c8u_YGbWpVkAEUbhhu7g;=>1.0000;=>5;=>86;=>0;=>null;=>null
Channels/UCr6ZNRTJIdyDF0j8htRvvEA;=>1.0000;=>245;=>3456;=>0;=>null;=>null
Channels/UCR7CvZjzMyivs9x7tdBZyEg;=>1.0000;=>0;=>2;=>0;=>null;=>null
Channels/UCr7JWONvEmP_bieQPAplitA;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCR7o97Dx7Hs4V6NmIw5CZjQ;=>1.0000;=>15;=>148;=>0;=>null;=>null
Channels/UCr843rlJOzordINIGqmuEmA;=>1.0000;=>10;=>137;=>0;=>null;=>null
Channels/UCr8CTIREHnDLfT-tEDjg1Jw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCR8eey9k0CO2XvQs5j3TCaQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCr8UDiwaijPRgUmacj2uGag;=>1.0000;=>6;=>0;=>0;=>null;=>null
Channels/UCR939prSOEARpbV5dX4n-Eg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCR98UWGpuaz5vCGoiNfo0gQ;=>1.0000;=>137;=>535099;=>0;=>null;=>null
Channels/UCR9EkuBg12fg0aeVjT6H7sA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCR9XI14_oy_Y9z3XyGRJq2w;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCR_S0uEtQX3yC9kuS_g67tg;=>1.0000;=>46;=>1213;=>0;=>null;=>null
Channels/UCraiflSfuis8jGaXQUm-Yrg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrAJ9lQc6jB2YEi4CxP99aA;=>1.0000;=>23;=>99;=>0;=>null;=>null
Channels/UCrbambgN8uI31AtXao5eLhA;=>1.0000;=>3;=>108;=>0;=>null;=>null
Channels/UCRBKK8y07ya4q01Zuc-mCdg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRBM2U3J1NqYelojlNNi9Og;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRbTkHIxoZZCFFXyHYSvbvg;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCRBUyIXRprnxd1_z7TTOx8g;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCRc8YD_0Ak5CS6L4ejA54uA;=>1.0000;=>6;=>42;=>0;=>null;=>null
Channels/UCRc9UGPe0IJLkewXAkfFfBw;=>1.0000;=>49;=>1226;=>0;=>null;=>null
Channels/UCrCOCc04wBymGoXit_vxKvw;=>1.0000;=>79;=>0;=>0;=>null;=>null
Channels/UCRcqQ0oH3DZ7KcD81nAmjAw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrCWRbkLQ9yV_y7_IuTcA2Q;=>1.0000;=>8;=>111;=>0;=>null;=>null
Channels/UCrd-5OWG2SRwQJSzpmEeGHQ;=>1.0000;=>0;=>14;=>0;=>null;=>null
Channels/UCRdClA3zs1IZXzwC6XpJOaA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRDd-dSzO8x71jZwxOs8Lpw;=>1.0000;=>560;=>47361;=>0;=>null;=>null
Channels/UCrDfeEnSOy-fuwAVqylyTtA;=>1.0000;=>1;=>15;=>0;=>null;=>null
Channels/UCRdV5RJeJIE-M0jYe3pFNYA;=>1.0000;=>0;=>5;=>0;=>null;=>null
Channels/UCRdW6oNxdkcAqZ7QigwcuYg;=>1.0000;=>1;=>3;=>0;=>null;=>null
Channels/UCRDXtXRmfqTRQNbc_TcASwg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRdXzLh4cRaS6JS2_dnb-Zg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCre9WStImc3QxnLnVyVto0Q;=>1.0000;=>4;=>163;=>0;=>null;=>null
Channels/UCrECqpzDA_GAmJCVsKtrH-g;=>1.0000;=>5;=>8;=>0;=>null;=>null
Channels/UCrECYeG1CGAjCTH4zbjUBug;=>1.0000;=>31;=>519;=>0;=>null;=>null
Channels/UCReILF30nilBTgToTczuseg;=>1.0000;=>0;=>25539;=>0;=>null;=>null
Channels/UCrePTEKDdgCoYjpina45vYw;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCreqHdCacpzF1UQ8ap4FQtQ;=>1.0000;=>0;=>11;=>0;=>null;=>null
Channels/UCrEtQXP1gIyTTxP9PzmRneA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCRF6YzzpRR8h3ScXtrtKtJQ;=>1.0000;=>9;=>0;=>0;=>null;=>null
Channels/UCRflboSQHFqZm9UyThx0Rvw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrfp-G2xQWqTv3vtNj41U7w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRfPNK-W-5ygNqezhOrElFw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRg3viarQrq_s23m0u-259g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrG5Pvkir0obktSZFwQHyuQ;=>1.0000;=>3250;=>80359;=>0;=>null;=>null
Channels/UCrgiWBiFOTvWShCaEAw_JMw;=>1.0000;=>24;=>27077;=>0;=>null;=>null
Channels/UCrGN2rGboIMUYHCTC7Vtk9A;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCRgnxbvvAjqu8SS0LYKyRWw;=>1.0000;=>13;=>1000;=>0;=>null;=>null
Channels/UCRgoG0gAT7E8PQ3wSKy4ILA;=>1.0000;=>29;=>70;=>0;=>null;=>null
Channels/UCrgSKVlzbNVqW0LdxF6gahA;=>1.0000;=>14;=>323;=>0;=>null;=>null
Channels/UCrGUsSPkas6k_pTHOqOxgWw;=>1.0000;=>82;=>3760;=>0;=>null;=>null
Channels/UCrhCjv4QIeW7KAuW4rk6-kw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrHlc2kMCd2MmJ02yesWtZw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrHOi5ZzeUFqqlSqykPPtSw;=>1.0000;=>40;=>157;=>0;=>null;=>null
Channels/UCRIf6LqFgqfePFqyDIbFLSA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCriRJT1hze8MyFjI8MfDbRA;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCRJ7seJbwwzAYrwBQom6wkw;=>1.0000;=>0;=>1282;=>0;=>null;=>null
Channels/UCrJls0d5wDCk5GV7Xdiejyg;=>1.0000;=>16;=>0;=>0;=>null;=>null
Channels/UCrjOE_BBk-6F32Hc-2Rxa8g;=>1.0000;=>0;=>22148;=>0;=>null;=>null
Channels/UCrjZsMadY_EgcRiMr1FjX0A;=>1.0000;=>10;=>0;=>0;=>null;=>null
Channels/UCRK9PPW8km17KHq-1DuMy3g;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCRKaarvOPFjLtA5H-1LknCw;=>1.0000;=>7;=>1319;=>0;=>null;=>null
Channels/UCrkSw-giEtDkNlyjuPBL8vQ;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCrL1uPesh7Ex-MXXIsjTjgQ;=>1.0000;=>6;=>0;=>0;=>null;=>null
Channels/UCrl5XYdi5kDi4GHyo0_jRXw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrLaqo7nO0PFJCmIu6PObNQ;=>1.0000;=>822;=>372832;=>0;=>null;=>null
Channels/UCRlbcr_CdA0iI6wMIi3Uhqg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrleKWse6c-8KAR4UxeP2HA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRLKJdU1_oKEdg1f3n2Sg6A;=>1.0000;=>45;=>10639;=>0;=>null;=>null
Channels/UCrLlwiq9aIeF9lwFjjtRteg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRlsMYEoazwj0C6D8n6DH7w;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCRlYU01qIohAfC94gl7NUwA;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCRM0P8vxxxooe75-CrZHsnw;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCrm3H1Pze1JGRgDf6Ji40tA;=>1.0000;=>2330;=>838100;=>0;=>null;=>null
Channels/UCRm5oR8oOhTEz_2KDbT9QvA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCRmEnn3gllbLOEIIrYGDBJw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrmfpKINtdOIue5_DFk2ISw;=>1.0000;=>44;=>0;=>0;=>null;=>null
Channels/UCrMXCRccc0ZxqUYPpNNfEAA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRnjrrC3Zwzpq8iGOePiWyA;=>1.0000;=>5;=>0;=>0;=>null;=>null
Channels/UCRnN5eC1anV6m7JmhtojLBw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRnUG1C-7MF_gEHBI7m7LjQ;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCrNw0Qj2p_lV8ZcHHYDC8Eg;=>1.0000;=>7;=>0;=>0;=>null;=>null
Channels/UCRnXn2Lj2G8Uh2PEP0a_i1w;=>1.0000;=>514;=>133305;=>0;=>null;=>null
Channels/UCRNZrleQS12mZ5sSG2Pr_uQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRoPwMdMGRC_5LCPvCdj4jw;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCRotWGl7wCq-Anet8Pexr1w;=>1.0000;=>193;=>45610;=>0;=>null;=>null
Channels/UCroYQ-zNZpiQHIvfHa7tAcw;=>1.0000;=>33;=>880;=>0;=>null;=>null
Channels/UCRPIaLNlIx6Dprn7vbZjlDA;=>1.0000;=>0;=>18;=>0;=>null;=>null
Channels/UCRpIh1rEQRjLKnzkhXbB0Vg;=>1.0000;=>126;=>4829;=>0;=>null;=>null
Channels/UCrplUK1O0kz1w4UEvwPmnHQ;=>1.0000;=>267;=>528293;=>0;=>null;=>null
Channels/UCrPtf-UT5S8P35S0XPjtkjQ;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCRPwrvsFtSs3b4y74Rb7Yqw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrQirWiMaeOtxfv9Piqq0bw;=>1.0000;=>19;=>0;=>0;=>null;=>null
Channels/UCrqmJ4Cq5pICF4_Ih4tMA_A;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrQNZyKcuzrEBBtsiLWtjQA;=>1.0000;=>3;=>40;=>0;=>null;=>null
Channels/UCrQUJVgMpZn97cvFjDnQyFA;=>1.0000;=>0;=>812354024;=>0;=>null;=>null
Channels/UCrRCx6Y16iot2TVB0we0Qww;=>1.0000;=>32;=>0;=>0;=>null;=>null
Channels/UCRs-vbxsBiVkDLG5I7OMaNA;=>1.0000;=>8;=>0;=>0;=>null;=>null
Channels/UCrs3LrL6jBM5Yw_sPcxW_vA;=>1.0000;=>13;=>402;=>0;=>null;=>null
Channels/UCrshu3Liy3zi83sA1BUKQKQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRSJ7zlwKJRvprj93pWgblA;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCRswQwlFZ5V6K3-R-LELJHg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrSXNVKrJEqrw5cvhvDrHsg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRT4F0PxhQdVx7LiJv867NQ;=>1.0000;=>13;=>0;=>0;=>null;=>null
Channels/UCrTp93MPQw6Zlfl70NRl_pg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRtSOtnDi0Il_8biRfjihEg;=>1.0000;=>250;=>15946;=>0;=>null;=>null
Channels/UCru_oPiZx5X7agisFAMZrNA;=>1.0000;=>1;=>18;=>0;=>null;=>null
Channels/UCrUA-pYvC5raNdEJ5Z9Jp9w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrujNWL9kFq6KvIt_AdvW4w;=>1.0000;=>34;=>1068;=>0;=>null;=>null
Channels/UCrujxcmqkXBnEcd2Qo6_a-A;=>1.0000;=>446;=>50513;=>0;=>null;=>null
Channels/UCRuSJwXmT5xmAe416aRjT0w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRuTE6b4qtnF64FXiQi2SfQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRuWCH10jRl5hMbC8EH6EBQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCRvdpGncOU4ap3T-fNiJOaQ;=>1.0000;=>1490;=>468672;=>0;=>null;=>null
Channels/UCrVn3qaBIMa-12u2r-Wa2hQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCrVPoadJ3579PQuLrEWm5Tg;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCRvrE5eqMor780MoNVbGgiw;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCRw4Rc1wU9ZBnn1wWgVTQcg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrWKG94rULmgUw0UVaIfKRA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRwuptllVYhLWn4HiVtuWUg;=>1.0000;=>12;=>79;=>0;=>null;=>null
Channels/UCrx-Tqh4BRi5h6lmYerM1rQ;=>1.0000;=>13;=>0;=>0;=>null;=>null
Channels/UCRx0vMgEUhlbBvS5AFN-Hiw;=>1.0000;=>24;=>105;=>0;=>null;=>null
Channels/UCrX6eB5vTrLAvQRBc4dfQoQ;=>1.0000;=>2;=>7;=>0;=>null;=>null
Channels/UCrxBKwAmQ81hHKODpb62HjA;=>1.0000;=>1;=>65;=>0;=>null;=>null
Channels/UCRXdlXGwwHBYRIuc8ZyELRg;=>1.0000;=>1;=>88;=>0;=>null;=>null
Channels/UCRXFZCUKgz9WQu6ma7NcMGA;=>1.0000;=>176;=>0;=>0;=>null;=>null
Channels/UCrXJ0d70G4lJ254EyO7N1nQ;=>1.0000;=>7;=>135;=>0;=>null;=>null
Channels/UCRxRixORBkrGslS6gPbq70w;=>1.0000;=>611;=>412415;=>0;=>null;=>null
Channels/UCRyAHOSnHJODweL7TtzlRCg;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCRydtvREGInIU0XOKp8APGQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCryJhUOtTxgjV6MDUeUcCdw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCryMArHqnxsD0XfcyhkSdoA;=>1.0000;=>58;=>659;=>0;=>null;=>null
Channels/UCryu7eFoV1BkPk77fz0K73g;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCRyYL7YghdtwVKfrjJZHxYA;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCryZW0RyTmKo7OpmMcIlOsg;=>1.0000;=>11;=>0;=>0;=>null;=>null
Channels/UCRzbMvlYRWRePiIk0v7_gnw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCrzfIu-P36_NT6yECmisZYA;=>1.0000;=>1790;=>1316;=>0;=>null;=>null
Channels/UCrzhmu3SnLY8uGjUc0rED1Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCRzlOI-zO12bTZwMjKtMkfA;=>1.0000;=>438;=>0;=>0;=>null;=>null
Channels/UCRZLRoq6eI_XQyXaLAr8jEw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCS-95es10jdd-SS4Gn88O2g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCs-XyUFetyACFjJjQZ9yNeg;=>1.0000;=>290;=>1865;=>0;=>null;=>null
Channels/UCs10IKK_GWNnPeBWqWI0rRw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCs3H4qLCHK3sQJZJRvJAtHg;=>1.0000;=>19;=>6296;=>0;=>null;=>null
Channels/UCs40Uz9Y9t987vC8IGhVn-g;=>1.0000;=>14;=>158;=>0;=>null;=>null
Channels/UCS4tLmUTK2lfX95yoHbFEWw;=>1.0000;=>6;=>168;=>0;=>null;=>null
Channels/UCS5SFE8b9N0OuvOZhGC-3bA;=>1.0000;=>0;=>1;=>0;=>null;=>null
Channels/UCs5z9kQIsHY2r1w79H5uVhw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCS62fKAGMfjSLwoQGZw9tnQ;=>1.0000;=>3;=>17;=>0;=>null;=>null
Channels/UCs792kcKHc1fI4_x4LQXm4A;=>1.0000;=>6;=>1811;=>0;=>null;=>null
Channels/UCs7nyQUTkFoxQgADekKhCZQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCS8SS-MZF-j5uQ0lLt4bWnA;=>1.0000;=>235;=>222;=>0;=>null;=>null
Channels/UCS9i-qYZ3T9xo2jEkvIHEJQ;=>1.0000;=>9;=>191;=>0;=>null;=>null
Channels/UCS9r3GFS69Q3JXoYeiDCPfA;=>1.0000;=>1280;=>2629711;=>0;=>null;=>null
Channels/UCs9yDo7IIeiUvIAWmJpjFKQ;=>1.0000;=>0;=>70590191;=>0;=>null;=>null
Channels/UCS_86lRHIYxIyoROcUCmL3Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCS_B_iP3L9e2xxikCzRLmJg;=>1.0000;=>30;=>47548;=>0;=>null;=>null
Channels/UCSag1m7rqr-66qa2JJe4vcQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCsAoJjHh7ij-g7AvnHpqfFQ;=>1.0000;=>565;=>765193;=>0;=>null;=>null
Channels/UCSasAG1nb0HSWgj5DY1t4_w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCSb1Vf4jh_CE10ixM4ucEdg;=>1.0000;=>2;=>142;=>0;=>null;=>null
Channels/UCSBJnodzRlpZv84jaSKIA8w;=>1.0000;=>16;=>625;=>0;=>null;=>null
